TITLE;;YEAR_FOR_ANALYSIS;TONAL_CERTAINTY_PIECE;MEAN_TONAL_CERTAINTY_MEASURES;PITCH_CLASS_ENTROPY_PIECE;MEAN_PITCH_CLASS_ENTROPY_MEASURES;MAX_MELODIC_INTERVAL_ENTROPY_OF_ALL_TRACKS;MAX_MEAN_MELODIC_INTERVAL_ENTROPY_MEASURES;MAX_IOI_ENTROPY_OF_ALL_TRACKS;MAX_MEAN_IOI_ENTROPY_MEASURES;LENGTH
225-GRIEG - Op-12 No-04 (Poetic Tone Pictures).mid;GRIEG;1867;1.2084728463262553;1.075418035199851;2.97489845379238;2.905216972809899;3.787261583683586;1.0352938403750895;0.9347175516979499;0.3875476658424685;64.74488475000034
226-GRIEG - Op-12 No-05 (Poetic Tone Pictures).mid;GRIEG;1867;0.8789618179581967;0.8487433843589832;3.0421842092933375;3.0773181491008392;3.462695156291057;3.2452592473904365;2.5037051007367936;1.4759601017178585;68.97200399999987
227-GRIEG - Op-12 No-06 (Poetic Tone Pictures).mid;GRIEG;1867;0.7953457705320279;0.9484912807042487;2.848890904083586;2.679271331260165;3.450981060740797;0.6399688272865982;1.7921949359601053;0.745506935379497;56.428136999999936
228-GRIEG - Op-12 No-07 (Poetic Tone Pictures).mid;GRIEG;1867;1.4836632972652772;1.5025074894720531;2.9438485744371383;2.909087792441902;3.97031410084405;2.823921548260991;1.266261593261233;1.0046251713353476;77.6724520000002
229-GRIEG - Op-12 No-08 (Poetic Tone Pictures).mid;GRIEG;1867;1.4196133739070476;1.346815800977664;3.100908345733338;3.1047721155991814;3.4493696183823928;3.3106859859376865;2.347916790313537;2.195375631233999;71.77574399999995
257-MOZART, Wolfgang Amadeus - (piano for 4 hands) K19d.mid;MOZART;1765;1.214774441345484;1.1174339322404254;3.070512981230069;2.9570872775189807;3.9573763423286614;3.7707338459499056;1.6050253277314845;1.2934274915505088;639.9228719999638
258-MOZART, Wolfgang Amadeus - (piano for 4 hands) K357.mid;MOZART;1787;1.3349381285430701;1.1036903813698156;3.1581313907936712;3.0982402052365168;4.092107232595222;3.763650964731738;2.178677036184133;2.0900397028487276;750.0181951416114
259-MOZART, Wolfgang Amadeus - (piano for 4 hands) K358.mid;MOZART;1774;1.3932858356066464;1.2848274796035688;3.11295946770288;2.965106077308976;4.0216438974193025;3.6886671582903765;2.024996895960714;1.4018834474878268;667.1999999999744
260-MOZART, Wolfgang Amadeus - (piano for 4 hands) K381.mid;MOZART;1774;1.3836237601700643;1.1225891795819045;3.023157260610141;2.951823171758519;4.141260840547608;3.672496773881479;2.2271169933639365;1.6803637402723433;621.2518358916753
262-MOZART, Wolfgang Amadeus - (piano for 4 hands) K497.mid;MOZART;1786;1.2569365048601786;0.9479453073556021;3.2660581763482246;3.1847065245637727;3.835766200629925;3.325591629005425;2.1058845734868545;1.7240624416742012;1481.7343094252235
263-MOZART, Wolfgang Amadeus - (piano for 4 hands) K501.mid;MOZART;1786;1.3730902265775233;1.449868849014601;3.1569687557358606;3.0154702258149984;4.090039424227084;3.302832448815135;1.901009818801995;1.765832789530796;394.5205643416865
264-MOZART, Wolfgang Amadeus - (piano for 4 hands) K521.mid;MOZART;1787;1.2870056120837208;1.2296841840535937;3.1530412516805835;3.0457547468328183;4.362173370985676;4.0182513972644545;1.9295715534907014;1.6005754323239716;1330.807991924818
265-MOZART, Wolfgang Amadeus - (piano for 4 hands) K594.mid;MOZART;1790;1.2667617209578057;1.2383263413829615;3.2891823959641266;3.256980442915363;3.6705108914783215;3.3242348450608104;1.6329893690509596;1.1750676443964994;597.799999999959
266-MOZART, Wolfgang Amadeus - (piano for 4 hands) K608.mid;MOZART;1791;1.0615246469102546;1.0622267500755929;3.365304921474473;3.300222254758852;3.880184246178604;3.261064806522617;2.228532483118936;1.9954721691215749;534.5457320000132
270-MOZART, Wolfgang Amadeus - Sonate Kv 284.mid;MOZART;1775;1.2116607643867388;1.042852353891866;3.197623291214393;3.0912295548516924;4.22349106436574;3.9089967097809426;2.079829367216281;1.7564135300241923;1706.257523950041
277-MOZART, Wolfgang Amadeus - Alla Turca Rondo.mid;MOZART;1783;1.3009129150976415;1.0905462682851863;3.0974145914725026;2.9213719734176546;3.37584788643782;2.9839298085488863;1.3376975762152292;0.6438666964685029;212.8569299999928
293-SAINT-SAENS - BEETHOVEN, Ludwig von - Variations.mid;SAINT SAENS;1874;1.277427577258972;1.1906060824465963;3.3061588997369085;3.0516034009216924;3.8161402284706463;3.2109401782582663;2.5166733457935138;1.98441678359465;993.5451418416762
295-SCHUBERT - 4 Improptus Op 90.mid;SCHUBERT;1827;1.1722818961614552;1.0444902452737854;3.483083468899517;3.122293801526999;3.7731258618657213;2.673045311588536;3.0669288676063653;1.7792975062220635;1590.1185074854252
307-SCHUMANN - Symphonic Etudes.mid;SCHUMANN;1834;1.4376124687119547;1.2129572859207616;3.4060817676981423;3.197348733270185;3.708050497376491;3.5857734153064453;2.6789938203089267;2.2957309286400025;1382.325363122947
314-SHOSTAKOVICH - Op-87 Fugue-01.mid;SHOSTAKOVICH;1951;1.1588674601999478;0.9324682386009565;2.801019293714838;2.733703916765395;3.2503742417325743;2.932062710750666;1.9587878560237328;1.4672868975912357;143.38241856041705
315-SHOSTAKOVICH - Op-87 Fugue-02.mid;SHOSTAKOVICH;1951;1.036713079449815;1.000353078622518;3.511152858328647;3.4012521393692157;4.110194404902665;3.9406680062570385;1.8503112497034446;1.588741131165206;74.9990234375
316-SHOSTAKOVICH - Op-87 Fugue-03.mid;SHOSTAKOVICH;1951;0.9016609152006553;0.9450747084980861;3.346249482794856;3.0288515932821385;3.2748232208144743;2.8685561151952044;1.928271564984595;1.4917594555906388;97.58403950000015
317-SHOSTAKOVICH - Op-87 Fugue-04.mid;SHOSTAKOVICH;1951;0.9479507500915815;1.1773543823329273;3.312613644854176;3.1402913948751836;3.0510117405943777;2.8016691117919983;2.286872041527277;1.7832235433311017;245.09794506249946
318-SHOSTAKOVICH - Op-87 Fugue-05.mid;SHOSTAKOVICH;1951;0.9755147086953113;1.063231784312646;3.2860780527763915;2.8984961496103496;3.3014653270103245;1.7118978857491611;1.784242786476573;0.6534153642848164;109.60463099999906
319-SHOSTAKOVICH - Op-87 Fugue-06.mid;SHOSTAKOVICH;1951;0.8568154056885848;1.1560351421122053;3.3523642712742996;3.032373084739926;2.9424811287126307;2.8489886328500873;2.479302287777181;2.0565839858635373;219.05267558333378
320-SHOSTAKOVICH - Op-87 Fugue-07.mid;SHOSTAKOVICH;1951;1.4978049856674378;1.220614410013352;3.148701200580441;2.885277793607934;3.592782668385719;3.33650187803484;1.983179181880376;1.5077152025590557;120.86728150833385
321-SHOSTAKOVICH - Op-87 Fugue-08.mid;SHOSTAKOVICH;1951;0.7020644742956254;0.8834080232454573;3.5134205593655317;3.187314380695076;3.2341321237747125;2.9711328298394633;2.559439209868499;1.946045608647301;333.42195404166654
322-SHOSTAKOVICH - Op-87 Fugue-09.mid;SHOSTAKOVICH;1951;0.8668215407697253;0.8644177968757143;3.3231465354559524;3.168889630215954;3.3781948940711946;3.273938212415847;1.0689264357021717;1.0587188708478787;91.66003202291662
323-SHOSTAKOVICH - Op-87 Fugue-10.mid;SHOSTAKOVICH;1951;1.1775121513350082;1.076247564056484;3.4150783696866407;3.069624482651682;3.033714670786624;2.1737259926938792;2.2994061460024646;1.302534464080666;305.0421427416695
324-SHOSTAKOVICH - Op-87 Fugue-11.mid;SHOSTAKOVICH;1951;0.930321831085972;1.049625379449275;3.2788673098269117;3.0087777341380098;3.4882524027645325;2.3677458236819575;1.9906035715438668;1.319304248972292;122.39903328333361
325-SHOSTAKOVICH - Op-87 Fugue-12.mid;SHOSTAKOVICH;1951;0.9867087200882909;1.0202503380551422;3.5370141284398438;3.2159398024681534;3.517180601910172;3.4116049705612173;1.8569364557046828;1.4776997633922921;221.3619250416673
326-SHOSTAKOVICH - Op-87 Fugue-13.mid;SHOSTAKOVICH;1951;0.8708325993656099;1.0887384834113694;3.406271113908958;3.0028081716837423;3.096704125919059;2.0286706987311462;2.4185988360491506;1.0486768698020283;254.4465690583339
327-SHOSTAKOVICH - Op-87 Fugue-14.mid;SHOSTAKOVICH;1951;0.8959271958550948;1.0453871541722435;3.3257704372476717;2.9577187039852326;3.3544641712348096;1.6381722897302489;1.8122581894650802;0.6309876349445686;140.64622780000013
328-SHOSTAKOVICH - Op-87 Fugue-15.mid;SHOSTAKOVICH;1951;1.0358126340826934;0.5740997721991629;3.5656842280192005;3.5486754694935874;3.5629715389846415;2.2701085622230703;1.8212651389313699;1.0348760697811432;90.7449035833338
329-SHOSTAKOVICH - Op-87 Fugue-16.mid;SHOSTAKOVICH;1951;0.8849221733076734;0.975265122716168;3.0141294026256973;2.823526003356085;3.2664707293025668;3.076916479140363;2.645894995699684;2.454687040894883;322.36665518333405
330-SHOSTAKOVICH - Op-87 Fugue-17.mid;SHOSTAKOVICH;1951;0.9182433784517732;1.0994715978045455;3.3796203555650997;3.1878217171335366;3.438006628401117;3.151197859561502;1.967706564186853;1.4265179186696115;218.0783165000035
331-SHOSTAKOVICH - Op-87 Fugue-18.mid;SHOSTAKOVICH;1951;1.0756443353583136;0.9415388120580762;3.4203622690115427;2.9708403356477655;3.326208713455118;2.061962659751457;2.702597226848776;1.217480925567429;167.12110338750054
332-SHOSTAKOVICH - Op-87 Fugue-19.mid;SHOSTAKOVICH;1951;0.7933992918834859;0.6818916678144203;3.5538936510175887;3.506195763552488;3.1978061561063567;2.9546781103197284;2.4013268014059146;2.19201551718071;139.15707483333242
333-SHOSTAKOVICH - Op-87 Fugue-20.mid;SHOSTAKOVICH;1951;1.1381487795702665;1.168204352843154;3.3572513768234438;3.063064466243709;3.0423172919548467;1.9922470536605912;2.35297620347319;1.1895863083212235;291.9232207708321
334-SHOSTAKOVICH - Op-87 Fugue-21.mid;SHOSTAKOVICH;1951;0.9163874737951155;0.9044305883402937;3.502261720226602;3.1193086838911457;3.581750899927923;2.491837290590307;1.9049162966792508;1.2914757195609763;164.41928191666705
335-SHOSTAKOVICH - Op-87 Fugue-22.mid;SHOSTAKOVICH;1951;0.9026403873839421;1.039414873949479;3.459927396415974;3.145912637205277;3.478441865120179;3.1030703887153566;2.388453802191738;1.7500171836630056;197.44374349999995
336-SHOSTAKOVICH - Op-87 Fugue-23.mid;SHOSTAKOVICH;1951;1.220700719437304;1.0662153195637074;3.4931702934432542;3.30121220289862;3.2666029957991447;2.3646566255254373;1.793779211080627;0.9884253227821139;171.0633595625001
337-SHOSTAKOVICH - Op-87 Fugue-24.mid;SHOSTAKOVICH;1951;1.3510727745383229;0.9329645535480585;3.5028104384470415;3.028298576331317;3.503734442176637;3.064905044587837;2.141038390646741;1.7284187327126879;409.1535653750002
338-SHOSTAKOVICH - Op-87 Prelude 01.mid;SHOSTAKOVICH;1951;1.3707962662443114;0.9809392620318697;3.2987948741367963;3.287386815268314;3.0528981204254264;2.1406630534885474;2.3322776500634674;2.1160859253830426;131.4232359270835
339-SHOSTAKOVICH - Op-87 Prelude 02.mid;SHOSTAKOVICH;1951;1.2372403902070608;1.0589744659599918;3.1693621517989015;3.1306093728764415;3.6456131626570576;3.47501449045138;1.088734149656164;0.9906179390987637;49.011229508333386
340-SHOSTAKOVICH - Op-87 Prelude 03.mid;SHOSTAKOVICH;1951;1.081225298826479;0.982879525731249;3.0562115904496654;2.920017237452126;3.378298960013765;3.1976507980605726;1.8973232791560573;2.2013048585757096;103.19334599999996
341-SHOSTAKOVICH - Op-87 Prelude 04.mid;SHOSTAKOVICH;1951;1.0871153760513845;1.0749055414093664;3.327726111076252;3.1130213591480356;4.136052498646505;2.833390072153028;2.4721305760579257;1.2148966938638595;105.09121754166658
342-SHOSTAKOVICH - Op-87 Prelude 05.mid;SHOSTAKOVICH;1951;1.1925566859705916;0.916810874122704;3.152452123677202;3.084318443520182;3.4281410965643397;2.919942355464752;1.9052011444574455;1.7007562761051145;109.31097788541618
343-SHOSTAKOVICH - Op-87 Prelude 06.mid;SHOSTAKOVICH;1951;0.7282468919937503;0.7887594009405756;3.290292102984582;3.1780509646214132;3.9009569585487514;3.6363532198681745;2.2157372271371822;1.8573303241212484;81.47634690833337
344-SHOSTAKOVICH - Op-87 Prelude 07.mid;SHOSTAKOVICH;1951;1.4636771666349735;1.343826536512184;3.2399509538231497;3.1441758638554402;3.7238712022454674;3.204496602788735;1.748731657933357;1.711684427077933;67.39730853958342
345-SHOSTAKOVICH - Op-87 Prelude 08.mid;SHOSTAKOVICH;1951;0.8656699329662693;0.9784916060799524;3.2803935274308165;3.1158626535472465;3.515020106414271;3.0666161563624135;1.3892287069869558;0.42844891472752133;62.99791666666679
346-SHOSTAKOVICH - Op-87 Prelude 09.mid;SHOSTAKOVICH;1951;0.8918345263540216;0.726050941151902;3.3471226897294923;3.061247959258407;3.3933500554011293;2.2671867043996063;2.0060545000548373;1.976288438638252;141.16918016666685
347-SHOSTAKOVICH - Op-87 Prelude 10.mid;SHOSTAKOVICH;1951;1.2667077543548364;0.9088816320697041;3.2900769306175017;3.1390068405373697;3.3510666206456565;2.7609228753134967;1.1844628536614792;1.1928004278271254;96.24857553333378
348-SHOSTAKOVICH - Op-87 Prelude 11.mid;SHOSTAKOVICH;1951;0.8129686408347854;0.7736788660461873;3.2953318855652847;3.0476645764685264;3.6230364566855098;3.0804825887237435;2.050158440803074;1.7550782268949021;67.89971244583356
349-SHOSTAKOVICH - Op-87 Prelude 12.mid;SHOSTAKOVICH;1951;1.1849924472912834;1.141749414251271;2.807140116955675;2.734217006337976;3.670316366763227;3.0210455970433614;1.7701198745985867;1.2319757240585674;252.99506637500014
350-SHOSTAKOVICH - Op-87 Prelude 13.mid;SHOSTAKOVICH;1951;1.3081231089354652;0.953245865757383;3.013035557915245;2.942233376244384;3.7304036393229896;1.223010264029329;2.4673200747082675;2.0533931180482874;113.17821064583345
351-SHOSTAKOVICH - Op-87 Prelude 14.mid;SHOSTAKOVICH;1951;0.7395985033039387;0.7014476733304238;2.1767557934278123;1.7378339639747278;2.763764802368264;1.8675256256046833;2.09505786642396;1.202312826553366;204.82009152916922
352-SHOSTAKOVICH - Op-87 Prelude 15.mid;SHOSTAKOVICH;1951;1.2022390940709404;1.077040356689385;3.1951439426568524;2.9710776789012265;3.9937303550874472;3.515632439332944;1.6746756159985023;0.7023519989188602;161.48420268750002
353-SHOSTAKOVICH - Op-87 Prelude 16.mid;SHOSTAKOVICH;1951;1.2551422095607354;1.1811605456731982;3.119452637038156;3.0587740114131594;3.6790058633556444;2.8732893440627656;3.0557380667530527;1.636357987122124;134.84919904166586
354-SHOSTAKOVICH - Op-87 Prelude 17.mid;SHOSTAKOVICH;1951;1.437730588190205;1.1364279415280873;3.121976818567652;3.0285944226225734;4.0343493773522985;3.374125876411946;1.50662171864101;1.1463900464163652;100.1087459999999
355-SHOSTAKOVICH - Op-87 Prelude 18.mid;SHOSTAKOVICH;1951;1.014395012070929;0.7286572600175143;3.3074041910307614;3.2462964810769224;3.1349464688411603;2.014380595004593;2.5384825413678436;1.1691093788989764;102.46745562499991
356-SHOSTAKOVICH - Op-87 Prelude 19.mid;SHOSTAKOVICH;1951;0.6739616308258506;0.735483509391938;3.455558059372108;3.0254974789688087;3.639567396112801;2.0662665996035527;2.8522484904751986;0.6644547001249643;104.44096318749989
357-SHOSTAKOVICH - Op-87 Prelude 20.mid;SHOSTAKOVICH;1951;0.9212776895220969;0.8671226801938765;3.2190521826165446;2.9643572078427156;3.9171231563860163;3.598267375323605;2.5516456833964454;1.8185217509534484;179.30922515833362
358-SHOSTAKOVICH - Op-87 Prelude 21.mid;SHOSTAKOVICH;1951;0.9036799188593678;0.8967887813690916;3.326226865005654;3.19068056834739;3.8042743159937187;2.9961010675724786;1.0908859648263927;0.4842305043800811;77.04401354583348
359-SHOSTAKOVICH - Op-87 Prelude 22.mid;SHOSTAKOVICH;1951;0.6205812857081761;0.6931866164428764;3.2700021578260245;3.032667553341523;2.621435141467678;1.003259280152911;1.1010767536505124;0.3060986113514965;132.5175572041669
360-SHOSTAKOVICH - Op-87 Prelude 23.mid;SHOSTAKOVICH;1951;1.0499950822870734;1.072424307492743;3.444795459113542;3.3849385299990544;3.4123439833783222;3.021513271515712;2.0748970678633003;1.9983641760108277;144.01753187083287
361-SHOSTAKOVICH - Op-87 Prelude 24.mid;SHOSTAKOVICH;1951;1.1828572184979507;1.1613565359567903;3.239156558293466;3.075024973537367;3.6339318651173342;2.8613891605400026;2.5423266111834764;1.8892213607291723;176.3764157291668
366-TCHAIKOWSKY - Nutcracker Suite Op-71a.mid;TCHAIKOWSKY;1892;0.8642654843605143;1.0224953226191664;3.40115896183722;3.290170057384962;3.8375850584420608;3.3382329268424042;2.7195515661147875;1.952246864224684;1162.7654624749819
001-BACH, Johann Sebastian - BWV-0772 No-01 2-part invention.mid;BACH;1723;1.0776238805195497;1.1066579820341211;3.068595719305204;2.9534141744223925;3.4415057130812934;2.8903175329660282;1.2045391936022838;1.1182509921547135;72.08142279166607
002-BACH, Johann Sebastian - BWV-0773 No-02 2-part invention.mid;BACH;1723;1.0333624917812267;1.1114586710823273;3.0930691324606734;2.9291571719525336;3.416136815002632;2.981330256856439;0.7855526641974301;0.6675985290658603;94.37283600000018
003-BACH, Johann Sebastian - BWV-0774 No-03 2-part invention.mid;BACH;1723;1.0577086797519892;1.104033417140924;2.966176399653952;2.7564522335353723;3.431449673266795;2.842879932860225;1.2036904826687387;0.7780693449568994;61.110085400000216
004-BACH, Johann Sebastian - BWV-0775 No-04 2-part invention.mid;BACH;1723;1.0833132705018507;1.1270263774320302;3.222485187242291;2.8814369220225866;3.472064015485993;3.049583537046028;1.0448095268843753;0.6839709646182573;54.30634383333348
005-BACH, Johann Sebastian - BWV-0776 No-05 2-part invention.mid;BACH;1723;1.0199186789718149;0.9118625625309175;3.1564966897025006;3.0251202961919774;3.23723140581772;3.123758651531263;1.1661573412048576;0.8752952241484684;88.58077560000049
006-BACH, Johann Sebastian - BWV-0777 No-06 2-part invention.mid;BACH;1723;0.8657174914244264;0.9658309311338497;3.1227311869990015;2.948452073698163;3.872654025872954;3.205286564780057;1.4758439844283158;1.2608843351887307;155.66660440000018
007-BACH, Johann Sebastian - BWV-0778 No-07 2-part invention.mid;BACH;1723;1.0999988179747198;1.0305391064854883;3.0840214350992645;2.9425258153595975;3.5405275348341267;3.09735285894255;1.18471778835325;1.0037606982316825;72.0
008-BACH, Johann Sebastian - BWV-0779 No-08 2-part invention.mid;BACH;1723;1.09578882288274;1.1699738332092968;3.093378059236195;2.849687226078754;4.009788562219287;3.5207910001717284;0.9570403145858742;0.9003044214173912;51.3003410000001
009-BACH, Johann Sebastian - BWV-0780 No-09 2-part invention.mid;BACH;1723;1.4060648605227475;1.0571946904151197;3.366444155350657;3.2057088620450087;2.8867189690571196;2.6665798723455962;1.3110905500546672;0.8267914671241257;97.625001
010-BACH, Johann Sebastian - BWV-0781 No-10 2-part invention.mid;BACH;1723;1.3000418799231164;1.2804966732568224;2.8952347187106455;2.812000198346074;3.535079993367475;3.2250398032758634;1.1411738567695937;0.8657060443524829;54.89999999999997
011-BACH, Johann Sebastian - BWV-0782 No-11 2-part invention.mid;BACH;1723;1.166787352766295;0.9207397677073114;3.3022485583638757;3.191466295235133;3.304931273461829;3.0766110299898006;0.8795209436143402;0.6797463072729291;91.73387708333344
012-BACH, Johann Sebastian - BWV-0783 No-12 2-part invention.mid;BACH;1723;0.9817890787117216;1.0933910520239452;3.143637802360278;3.070960456847838;3.753082941839637;3.342880120518911;1.1706459127525606;0.9893182925884737;72.67927919999931
013-BACH, Johann Sebastian - BWV-0784 No-13 2-part invention.mid;BACH;1723;1.538339136563485;1.2612327455104622;3.181430077418983;2.895580739224556;3.8274421722276424;3.568931027780762;1.217559381903764;1.1312565147709068;65.50340699999954
014-BACH, Johann Sebastian - BWV-0785 No-14 2-part invention.mid;BACH;1723;1.1442526338971;0.9001509372144852;3.01956456814167;2.9623447643896266;3.836161281961878;3.554035065633314;1.4684471080484442;1.5638047848592949;86.39999280000029
015-BACH, Johann Sebastian - BWV-0786 No-15 2-part invention.mid;BACH;1723;1.3359416612896484;1.147039147207655;3.1851269079977045;3.084872159406221;3.6244604367506947;3.16271507468641;1.2233293637243199;1.2113869563604853;63.95747500000006
031-BACH, Johann Sebastian - BWV-0802 Duetto I in E-min.mid;BACH;1739;0.7990394371785746;0.8992945676510665;3.4429338612713547;3.3823290905302468;3.822886719688483;2.937063988016864;1.6943022057635029;1.2210007810246184;119.59594933333328
032-BACH, Johann Sebastian - BWV-0803 Duetto II in F-Maj.mid;BACH;1739;0.9971923142385316;0.9336748802183464;3.286571847327208;2.977575252716388;3.8610184593477848;2.7394143971531335;1.4153563175998451;1.06034618046382;163.29710400000403
033-BACH, Johann Sebastian - BWV-0804 Duetto III in G-Maj.mid;BACH;1739;0.7726994602678856;0.9641476813911518;3.1491153526574016;3.0180797289485386;3.654265664683989;3.488156190855152;1.0684148224477037;1.0685039845382118;140.48333524999651
034-BACH, Johann Sebastian - BWV-0805 Duetto IV in A-min.mid;BACH;1739;1.2580293384881398;1.136342344084362;3.3437402888846215;3.0184488554700257;3.74097529016085;3.189416003841341;1.798156177995531;1.2476560110560349;153.87124800000143
038-BACH, Johann Sebastian - BWV-0808 Mov-01 Prelude English Suite.mid;BACH;1720;1.2570712938778572;1.1664100986416266;3.29211580757442;2.913862404897989;3.8006333424581644;2.284888289888836;1.0914737654138882;0.5156157710841974;196.55594184582816
039-BACH, Johann Sebastian - BWV-0808 Mov-02 Allemande English Suite.mid;BACH;1720;1.485155128660995;1.2051010641751994;3.242738502767878;3.1284926113527645;3.790652904651682;3.7357392029682086;1.2639054698243424;1.24767186211614;210.95125430000135
040-BACH, Johann Sebastian - BWV-0808 Mov-03 Courante English Suite.mid;BACH;1720;1.5744654736401453;1.3310587562770628;3.2358995857072954;3.102135645477659;3.5114157648235618;3.3158951256893006;1.5057151495286614;1.2039403495902155;121.1094729145829
043-BACH, Johann Sebastian - BWV-0808 Mov-06 Gigue English Suite.mid;BACH;1720;1.2035506361932184;1.0407966232266153;3.3028939063080625;3.1683092770109793;3.773235760935318;2.988149211731084;1.0112024889069395;0.6440591445620248;140.8505491208332
091-BACH, Johann Sebastian - BWV-0874 No-5 Well Tempered Clavier.mid;BACH;1740;0.9111187979612644;1.0358987169043756;3.108920184022661;2.966448474757448;3.2359553709249194;2.1234720775463205;1.786474176164122;1.049322334915269;155.76198901666586
093-BACH, Johann Sebastian - BWV-0876 No-7 Well Tempered Clavier.mid;BACH;1740;1.4171713619250035;1.3261534658252985;3.0628333109266457;2.7695025025503233;3.3182127021249386;3.057144395904003;2.054615449886033;1.7491417974660781;112.0000000000006
105-BACH, Johann Sebastian - BWV-0888 No-19 Well Tempered Clavier.mid;BACH;1740;0.8990236710131843;1.0262400442132424;3.222968009239599;3.0779105180420547;3.404891143963824;3.4079187766227084;1.3856792926799577;1.3657416420454578;75.88232895833275
106-BACH, Johann Sebastian - BWV-0889 No-20 Well Tempered Clavier.mid;BACH;1740;1.0164300570325362;1.0710089388687327;3.384056979154308;3.295851412057654;3.6687670586672017;3.4741199061366688;2.4830515552580548;2.2961887762155877;94.4980031083349
107-BACH, Johann Sebastian - BWV-0890 No-21 Well Tempered Clavier.mid;BACH;1740;1.1741224246314657;1.1858600017185486;3.1678989636445296;2.9420316162525024;3.4176780198334575;1.8373001323394;1.4431229397925571;0.4900476807656395;155.76924601666767
109-BACH, Johann Sebastian - BWV-0892 No-23 Well Tempered Clavier.mid;BACH;1740;0.9281450116530158;1.0254530874540968;3.2393771595510215;3.013922000554288;3.40571659211604;2.8155190558797054;1.9699649672325457;1.4806163407687019;210.97435593333344
110-BACH, Johann Sebastian - BWV-0893 No-24 Well Tempered Clavier.mid;BACH;1740;1.2331337843568992;0.9450203136870949;3.294206552703714;3.2364895667050146;3.867517142676169;2.5571640491817407;1.774314188371045;0.6961523619371885;104.41897704166396
113-BACH, Johann Sebastian - BWV-0906 Mov-01 Fantasia Fantasia & F.mid;BACH;1738;1.3940977289454186;1.3463213061273005;3.395828866740859;3.3685099028130914;4.075967599347544;3.78003951406885;2.010476515704192;1.988018474376795;298.86975497917007
114-BACH, Johann Sebastian - BWV-0906 Mov-02 Fuguee Fantasia & Fugue.mid;BACH;1738;1.4662838413417232;1.2282259729584213;3.3654259428547273;3.4008310996660303;3.7582706330711178;3.1882325323778145;1.7567591644830223;1.385583875980493;156.59033258333056
115-BACH, Johann Sebastian - BWV-0910 Toccata No-1 in F#-min.mid;BACH;1712;1.32403310466405;1.1554560205831614;3.2970139061181936;3.2301562521310556;1.4698829107684461;1.4051034697061708;5.162720437777997;3.605108642283085;539.3243793568013
116-BACH, Johann Sebastian - BWV-0911 Toccata No-2 in C-min.mid;BACH;1714;1.4724849188246576;1.2384432588803853;3.2114410439255043;3.15263390456243;1.5226589370162666;1.3491852506441155;4.763863058461183;3.424172892743115;585.0772912942823
117-BACH, Johann Sebastian - BWV-0912 Toccata No-3 in D-Major.mid;BACH;1710;0.9117551174533881;1.0295951032929822;3.301909300636422;3.113772100742449;1.5062519316587908;1.3573553932025897;4.805699187175189;3.745194498862766;603.6039066666607
118-BACH, Johann Sebastian - BWV-0913 Toccata No-4 in D-min.mid;BACH;1708;1.323771679301671;1.3377504405175198;3.3020616552464053;3.195323533168892;1.5103887900806643;1.5026131234447215;5.114241920358893;3.4176162952419893;778.2583344999495
119-BACH, Johann Sebastian - BWV-0914 Toccata No-5 in E-min.mid;BACH;1710;1.2804375988807934;1.1732364980170427;3.2603479620968776;3.207870526227319;1.5;1.3646979298316273;4.696371067396784;3.586524255883113;450.8432313333041
120-BACH, Johann Sebastian - BWV-0915 Toccata No-6 in G-min.mid;BACH;1710;1.3752102494729406;1.0522986916943422;3.2903089945755823;3.1391433995321156;1.4534031871036586;0.7788090546923926;4.51894311604212;1.952320616136016;511.64247999999105
121-BACH, Johann Sebastian - BWV-0916 Toccata No-7 in G-Major.mid;BACH;1714;0.9215457196159138;1.0686662262303555;3.094375784726455;2.996275729046037;1.5444275478127434;1.4944698499368403;4.512809314821896;2.9419870409387268;424.1847862760707
122-BACH, Johann Sebastian - BWV-0948 Fugue in D-min.mid;BACH;1727;1.2656849209352345;0.9700214674552287;3.3289179022659234;3.2317684446429937;3.9081703332155504;2.381791247311762;1.9377624205078483;1.0111032509144446;184.70931600000003
123-BACH, Johann Sebastian - BWV-0953 Fugue in C.mid;BACH;1723;0.8004370710776197;1.1834119366008722;3.1812342957396065;3.176630413190825;3.8975826140125704;3.818428404822532;1.3434682586464708;1.2127422501201983;93.76303939999954
131-BARTOK, Bela - Bagatelle Op-6 No-2.mid;BARTOK;1908;0.23954345622974538;0.5277479567608043;3.2936559271546932;3.3474327590629938;3.3214423365161214;3.5220228233034354;1.654651896024619;1.8027195823633244;49.24235254166684
133-BARTOK, Bela - Roumanian Dance.mid;BARTOK;1910;0.6022460741857183;0.6283140079952277;3.526583507518664;3.3642603665685304;4.030186791120053;3.2334539026511755;2.153350069164401;1.4376140992560242;291.7389680885387
134-BEETHOVEN, Ludwig Van - Op-013 No-8 Mov-02 Adagio Cantabile.mid;BEETHOVEN;1798;1.2882634293765123;1.1443032788653424;3.1971175158280016;3.0410077087872054;3.852188824344504;0;2.1787481750495976;0;352.1017859999914
135-BEETHOVEN, Ludwig Van - Op-013 No-8 Mov-03 Rondo Allegro sonata.mid;BEETHOVEN;1798;1.1918596962069694;1.2816679585920572;3.2410291649955205;3.037593056059767;3.9566081469333123;3.5532496528839137;3.1047118270937992;2.2551230430796063;254.09687500000774
