TITLE;TYPE;LENGTH;TIME_SIGNATURE;TEMPO;DEFAULT_TIME_SIGNATURE;DEFAULT_TEMPO;DEFAULT_TIME_SIGNATURE_AND_TEMPO;POSITIVE[IF(TYPE==1&&NOT(DEFAULT_TIME_SIGNATURE_AND_TEMPO))];FALSE_POSITIVE;REDUNDANT;TITLE_NOT_SUFFICIENT;YEAR_OF_COMPOSITION;INITIAL_RELEASE;YEAR_FOR_ANALYSIS;COMMENT
061-BACH, Johann Sebastian - BWV-0833 Prelude & Partita in F.mid;1;271.71223958333667; <meta message time_signature numerator=4 denominator=4 clocks_per_click=24 notated_32nd_notes_per_beat=8 time=0>; <meta message set_tempo tempo=500000 time=0>;1;1;1;0;;;;;;;
062-BACH, Johann Sebastian - BWV-0841-Minuet in G-Maj.mid;1;136.87239583333348; <meta message time_signature numerator=4 denominator=4 clocks_per_click=24 notated_32nd_notes_per_beat=8 time=0>; <meta message set_tempo tempo=500000 time=0>;1;1;1;0;;;;;;;
063-BACH, Johann Sebastian - BWV-0846 No-1 Well Tempered Clavier.mid;1;230.010416666665; <meta message time_signature numerator=4 denominator=4 clocks_per_click=24 notated_32nd_notes_per_beat=8 time=0>; <meta message set_tempo tempo=500000 time=0>;1;1;1;0;;;;;;;
064-BACH, Johann Sebastian - BWV-0847 No-2 Well Tempered Clavier.mid;1;216.01953125000168; <meta message time_signature numerator=4 denominator=4 clocks_per_click=24 notated_32nd_notes_per_beat=8 time=0>; <meta message set_tempo tempo=500000 time=0>;1;1;1;0;;;;;;;
065-BACH, Johann Sebastian - BWV-0848 No-3 Well Tempered Clavier.mid;1;264.58984375000705; <meta message time_signature numerator=4 denominator=4 clocks_per_click=24 notated_32nd_notes_per_beat=8 time=0>; <meta message set_tempo tempo=500000 time=0>;1;1;1;0;;;;;;;
066-BACH, Johann Sebastian - BWV-0849 No-4 Well Tempered Clavier.mid;1;390.12499999999983; <meta message time_signature numerator=4 denominator=4 clocks_per_click=24 notated_32nd_notes_per_beat=8 time=0>; <meta message set_tempo tempo=500000 time=0>;1;1;1;0;;;;;;;
067-BACH, Johann Sebastian - BWV-0850 No-5 Well Tempered Clavier.mid;1;184.23307291666538; <meta message time_signature numerator=4 denominator=4 clocks_per_click=24 notated_32nd_notes_per_beat=8 time=0>; <meta message set_tempo tempo=500000 time=0>;1;1;1;0;;;;;;;
068-BACH, Johann Sebastian - BWV-0851 No-6 Well Tempered Clavier.mid;1;218.23437500000355; <meta message time_signature numerator=4 denominator=4 clocks_per_click=24 notated_32nd_notes_per_beat=8 time=0>; <meta message set_tempo tempo=500000 time=0>;1;1;1;0;;;;;;;
069-BACH, Johann Sebastian - BWV-0852 No-7 Well Tempered Clavier.mid;1;313.48437499999966; <meta message time_signature numerator=4 denominator=4 clocks_per_click=24 notated_32nd_notes_per_beat=8 time=0>; <meta message set_tempo tempo=500000 time=0>;1;1;1;0;;;;;;;
070-BACH, Johann Sebastian - BWV-0853 No-8 Well Tempered Clavier.mid;1;380.79817708333155; <meta message time_signature numerator=4 denominator=4 clocks_per_click=24 notated_32nd_notes_per_beat=8 time=0>; <meta message set_tempo tempo=500000 time=0>;1;1;1;0;;;;;;;
071-BACH, Johann Sebastian - BWV-0854 No-9 Well Tempered Clavier.mid;1;177.77083333333442; <meta message time_signature numerator=4 denominator=4 clocks_per_click=24 notated_32nd_notes_per_beat=8 time=0>; <meta message set_tempo tempo=500000 time=0>;1;1;1;0;;;;;;;
072-BACH, Johann Sebastian - BWV-0855 No-10 Well Tempered Clavier.mid;0;199.34791666666834; <meta message time_signature numerator=1 denominator=4 clocks_per_click=24 notated_32nd_notes_per_beat=8 time=0>; <meta message set_tempo tempo=500000 time=0>;0;1;0;0;;;;;;;
073-BACH, Johann Sebastian - BWV-0856 No-11 Well Tempered Clavier.mid;0;133.8354166666664; <meta message time_signature numerator=1 denominator=4 clocks_per_click=24 notated_32nd_notes_per_beat=8 time=0>; <meta message set_tempo tempo=500000 time=0>;0;1;0;0;;;;;;;
074-BACH, Johann Sebastian - BWV-0857 No-12 Well Tempered Clavier.mid;0;259.85625000000203; <meta message time_signature numerator=1 denominator=4 clocks_per_click=24 notated_32nd_notes_per_beat=8 time=0>; <meta message set_tempo tempo=500000 time=0>;0;1;0;0;;;;;;;
075-BACH, Johann Sebastian - BWV-0858 No-13 Well Tempered Clavier.mid;0;203.22916666666316; <meta message time_signature numerator=1 denominator=4 clocks_per_click=24 notated_32nd_notes_per_beat=8 time=0>; <meta message set_tempo tempo=500000 time=0>;0;1;0;0;;;;;;;
076-BACH, Johann Sebastian - BWV-0859 No-14 Well Tempered Clavier.mid;0;191.16666666666555; <meta message time_signature numerator=1 denominator=4 clocks_per_click=24 notated_32nd_notes_per_beat=8 time=0>; <meta message set_tempo tempo=500000 time=0>;0;1;0;0;;;;;;;
077-BACH, Johann Sebastian - BWV-0860 No-15 Well Tempered Clavier.mid;0;176.23958333333138; <meta message time_signature numerator=1 denominator=4 clocks_per_click=24 notated_32nd_notes_per_beat=8 time=0>; <meta message set_tempo tempo=500000 time=0>;0;1;0;0;;;;;;;
078-BACH, Johann Sebastian - BWV-0861 No-16 Well Tempered Clavier.mid;0;200.5583333333317; <meta message time_signature numerator=1 denominator=4 clocks_per_click=24 notated_32nd_notes_per_beat=8 time=0>; <meta message set_tempo tempo=500000 time=0>;0;1;0;0;;;;;;;
079-BACH, Johann Sebastian - BWV-0862 No-17 Well Tempered Clavier.mid;0;143.43541666666488; <meta message time_signature numerator=1 denominator=4 clocks_per_click=24 notated_32nd_notes_per_beat=8 time=0>; <meta message set_tempo tempo=500000 time=0>;0;1;0;0;;;;;;;
080-BACH, Johann Sebastian - BWV-0863 No-18 Well Tempered Clavier.mid;0;175.23958333333226; <meta message time_signature numerator=1 denominator=4 clocks_per_click=24 notated_32nd_notes_per_beat=8 time=0>; <meta message set_tempo tempo=500000 time=0>;0;1;0;0;;;;;;;
081-BACH, Johann Sebastian - BWV-0864 No-19 Well Tempered Clavier.mid;0;151.77291666666525; <meta message time_signature numerator=1 denominator=4 clocks_per_click=24 notated_32nd_notes_per_beat=8 time=0>; <meta message set_tempo tempo=500000 time=0>;0;1;0;0;;;;;;;
082-BACH, Johann Sebastian - BWV-0865 No-20 Well Tempered Clavier.mid;0;234.40833333333336; <meta message time_signature numerator=1 denominator=4 clocks_per_click=24 notated_32nd_notes_per_beat=8 time=0>; <meta message set_tempo tempo=500000 time=0>;0;1;0;0;;;;;;;
083-BACH, Johann Sebastian - BWV-0866 No-21 Well Tempered Clavier.mid;0;141.88749999999877; <meta message time_signature numerator=1 denominator=4 clocks_per_click=24 notated_32nd_notes_per_beat=8 time=0>; <meta message set_tempo tempo=500000 time=0>;0;1;0;0;;;;;;;
084-BACH, Johann Sebastian - BWV-0867 No-22 Well Tempered Clavier.mid;0;255.76458333333136; <meta message time_signature numerator=1 denominator=4 clocks_per_click=24 notated_32nd_notes_per_beat=8 time=0>; <meta message set_tempo tempo=500000 time=0>;0;1;0;0;;;;;;;
085-BACH, Johann Sebastian - BWV-0868 No-23 Well Tempered Clavier.mid;0;128.45208333333326; <meta message time_signature numerator=1 denominator=4 clocks_per_click=24 notated_32nd_notes_per_beat=8 time=0>; <meta message set_tempo tempo=500000 time=0>;0;1;0;0;;;;;;;
086-BACH, Johann Sebastian - BWV-0869 No-24 Well Tempered Clavier.mid;0;370.0916666666697; <meta message time_signature numerator=1 denominator=4 clocks_per_click=24 notated_32nd_notes_per_beat=8 time=0>; <meta message set_tempo tempo=500000 time=0>;0;1;0;0;;;;;;;
087-BACH, Johann Sebastian - BWV-0870 No-1 Well Tempered Clavier.mid;1;100.59860835833332; <meta message time_signature numerator=2 denominator=4 clocks_per_click=24 notated_32nd_notes_per_beat=8 time=0>; <meta message set_tempo tempo=625000 time=480>;0;0;0;1;0;;;1740;;1740;
088-BACH, Johann Sebastian - BWV-0871 No-2 Well Tempered Clavier.mid;-;-; -; -;0;0;0;0;;;;;;;
089-BACH, Johann Sebastian - BWV-0872 No-3 Well Tempered Clavier.mid;-;-; -; -;0;0;0;0;;;;;;;
090-BACH, Johann Sebastian - BWV-0873 No-4 Well Tempered Clavier.mid;-;-; -; -;0;0;0;0;;;;;;;
091-BACH, Johann Sebastian - BWV-0874 No-5 Well Tempered Clavier.mid;1;155.76198901666586; <meta message time_signature numerator=2 denominator=2 clocks_per_click=48 notated_32nd_notes_per_beat=8 time=0>; <meta message set_tempo tempo=1463415 time=3>;0;0;0;1;0;;;1740;;1740;
092-BACH, Johann Sebastian - BWV-0875 No-6 Well Tempered Clavier.mid;-;-; -; -;0;0;0;0;;;;;;;
093-BACH, Johann Sebastian - BWV-0876 No-7 Well Tempered Clavier.mid;1;112.0000000000006; <meta message time_signature numerator=2 denominator=2 clocks_per_click=48 notated_32nd_notes_per_beat=8 time=0>; <meta message set_tempo tempo=400000 time=0>;0;0;0;1;0;;;1740;;1740;
094-BACH, Johann Sebastian - BWV-0877 No-8 Well Tempered Clavier.mid;1;214.28183881249836; <meta message time_signature numerator=4 denominator=4 clocks_per_click=24 notated_32nd_notes_per_beat=8 time=0>; <meta message set_tempo tempo=1153846 time=480>;1;0;0;1;;;;;;;
095-BACH, Johann Sebastian - BWV-0878 No-9 Well Tempered Clavier.mid;-;-; -; -;0;0;0;0;;;;;;;
096-BACH, Johann Sebastian - BWV-0879 No-10 Well Tempered Clavier.mid;1;170.9753243625; <meta message time_signature numerator=12 denominator=8 clocks_per_click=12 notated_32nd_notes_per_beat=8 time=0>; <meta message set_tempo tempo=317460 time=260>;0;0;0;1;;;;;;;
097-BACH, Johann Sebastian - BWV-0880 No-11 Well Tempered Clavier.mid;-;-; -; -;0;0;0;0;;;;;;;
098-BACH, Johann Sebastian - BWV-0881 No-12 Well Tempered Clavier.mid;1;113.49901284166694; <meta message time_signature numerator=2 denominator=4 clocks_per_click=24 notated_32nd_notes_per_beat=8 time=0>; <meta message set_tempo tempo=1165049 time=3>;0;0;0;1;;;;;;;
099-BACH, Johann Sebastian - BWV-0882 No-13 Well Tempered Clavier.mid;1;152.2482582000026; <meta message time_signature numerator=2 denominator=2 clocks_per_click=48 notated_32nd_notes_per_beat=8 time=0>; <meta message set_tempo tempo=670391 time=44>;0;0;0;1;;;;;;;
100-BACH, Johann Sebastian - BWV-0883 No-14 Well Tempered Clavier.mid;1;240.96124261666117; <meta message time_signature numerator=4 denominator=4 clocks_per_click=24 notated_32nd_notes_per_beat=8 time=0>; <meta message set_tempo tempo=1263158 time=28>;1;0;0;1;;;;;;;
101-BACH, Johann Sebastian - BWV-0884 No-15 Well Tempered Clavier.mid;1;67.76271468333348; <meta message time_signature numerator=3 denominator=8 clocks_per_click=12 notated_32nd_notes_per_beat=8 time=0>; <meta message set_tempo tempo=827586 time=5>;0;0;0;1;;;;;;;
102-BACH, Johann Sebastian - BWV-0885 No-16 Well Tempered Clavier.mid;1;188.68811992500108; <meta message time_signature numerator=3 denominator=4 clocks_per_click=24 notated_32nd_notes_per_beat=8 time=0>; <meta message set_tempo tempo=1200000 time=3>;0;0;0;1;;;;;;;
103-BACH, Johann Sebastian - BWV-0886 No-17 Well Tempered Clavier.mid;-;-; -; -;0;0;0;0;;;;;;;
104-BACH, Johann Sebastian - BWV-0887 No-18 Well Tempered Clavier.mid;-;-; -; -;0;0;0;0;;;;;;;
105-BACH, Johann Sebastian - BWV-0888 No-19 Well Tempered Clavier.mid;1;75.88232895833275; <meta message time_signature numerator=4 denominator=4 clocks_per_click=24 notated_32nd_notes_per_beat=8 time=0>; <meta message set_tempo tempo=869565 time=2>;1;0;0;1;0;;;1740;;1740;
106-BACH, Johann Sebastian - BWV-0889 No-20 Well Tempered Clavier.mid;1;94.4980031083349; <meta message time_signature numerator=4 denominator=4 clocks_per_click=24 notated_32nd_notes_per_beat=8 time=0>; <meta message set_tempo tempo=1411765 time=3>;1;0;0;1;0;;;1740;;1740;
107-BACH, Johann Sebastian - BWV-0890 No-21 Well Tempered Clavier.mid;1;155.76924601666767; <meta message time_signature numerator=3 denominator=4 clocks_per_click=24 notated_32nd_notes_per_beat=8 time=0>; <meta message set_tempo tempo=839161 time=7>;0;0;0;1;0;;;1740;;1740;
108-BACH, Johann Sebastian - BWV-0891 No-22 Well Tempered Clavier.mid;-;-; -; -;0;0;0;0;;;;;;;
109-BACH, Johann Sebastian - BWV-0892 No-23 Well Tempered Clavier.mid;1;210.97435593333344; <meta message time_signature numerator=2 denominator=2 clocks_per_click=48 notated_32nd_notes_per_beat=8 time=0>; <meta message set_tempo tempo=1237113 time=2>;0;0;0;1;0;;;1740;;1740;
110-BACH, Johann Sebastian - BWV-0893 No-24 Well Tempered Clavier.mid;1;104.41897704166396; <meta message time_signature numerator=3 denominator=8 clocks_per_click=12 notated_32nd_notes_per_beat=8 time=0>; <meta message set_tempo tempo=1132075 time=3>;0;0;0;1;0;;;1740;;1740;
111-BACH, Johann Sebastian - BWV-0902 Praeludium & Fughetta.mid;-;-; -; -;0;0;0;0;;;;;;;
112-BACH, Johann Sebastian - BWV-0903 Chromatic Fantasy & Fugue.mid;0;517.250000000101; <meta message time_signature numerator=1 denominator=4 clocks_per_click=24 notated_32nd_notes_per_beat=8 time=0>; <meta message set_tempo tempo=500000 time=0>;0;1;0;0;;;;;;;
113-BACH, Johann Sebastian - BWV-0906 Mov-01 Fantasia Fantasia & F.mid;1;298.86975497917007; <meta message time_signature numerator=4 denominator=4 clocks_per_click=24 notated_32nd_notes_per_beat=8 time=0>; <meta message set_tempo tempo=1714286 time=36>;1;0;0;1;0;;;1738;;1738;
114-BACH, Johann Sebastian - BWV-0906 Mov-02 Fuguee Fantasia & Fugue.mid;1;156.59033258333056; <meta message time_signature numerator=4 denominator=4 clocks_per_click=24 notated_32nd_notes_per_beat=8 time=0>; <meta message set_tempo tempo=1200000 time=224>;1;0;0;1;0;;;1738;;1738;
115-BACH, Johann Sebastian - BWV-0910 Toccata No-1 in F#-min.mid;1;539.3243793568013; <meta message time_signature numerator=6 denominator=8 clocks_per_click=12 notated_32nd_notes_per_beat=8 time=768>; <meta message set_tempo tempo=731707 time=135936>;0;0;0;1;0;;;1712;;1712;
116-BACH, Johann Sebastian - BWV-0911 Toccata No-2 in C-min.mid;1;585.0772912942823; <meta message time_signature numerator=4 denominator=4 clocks_per_click=24 notated_32nd_notes_per_beat=8 time=0>; <meta message set_tempo tempo=731707 time=36864>;1;0;0;1;0;;;1714;;1714;
117-BACH, Johann Sebastian - BWV-0912 Toccata No-3 in D-Major.mid;1;603.6039066666607; <meta message time_signature numerator=4 denominator=4 clocks_per_click=24 notated_32nd_notes_per_beat=8 time=0>; <meta message set_tempo tempo=1000000 time=9216>;1;0;0;1;0;;;1710;;1710;
118-BACH, Johann Sebastian - BWV-0913 Toccata No-4 in D-min.mid;1;778.2583344999495; <meta message time_signature numerator=3 denominator=4 clocks_per_click=24 notated_32nd_notes_per_beat=8 time=768>; <meta message set_tempo tempo=600000 time=42240>;0;0;0;1;0;;;1708;;1708;
119-BACH, Johann Sebastian - BWV-0914 Toccata No-5 in E-min.mid;1;450.8432313333041; <meta message time_signature numerator=4 denominator=4 clocks_per_click=24 notated_32nd_notes_per_beat=8 time=16128>; <meta message set_tempo tempo=800000 time=105984>;0;0;0;1;0;;;1710;;1710;
120-BACH, Johann Sebastian - BWV-0915 Toccata No-6 in G-min.mid;1;511.64247999999105; <meta message time_signature numerator=4 denominator=4 clocks_per_click=24 notated_32nd_notes_per_beat=8 time=25344>; <meta message set_tempo tempo=600000 time=0>;0;0;0;1;0;;;1710;;1710;
121-BACH, Johann Sebastian - BWV-0916 Toccata No-7 in G-Major.mid;1;424.1847862760707; <meta message time_signature numerator=6 denominator=8 clocks_per_click=12 notated_32nd_notes_per_beat=8 time=1536>; <meta message set_tempo tempo=631579 time=38400>;0;0;0;1;0;;;1714;;1714;
122-BACH, Johann Sebastian - BWV-0948 Fugue in D-min.mid;1;184.70931600000003; <meta message time_signature numerator=4 denominator=4 clocks_per_click=24 notated_32nd_notes_per_beat=8 time=0>; <meta message set_tempo tempo=1000000 time=240>;1;0;0;1;0;;;1727;;1727;
123-BACH, Johann Sebastian - BWV-0953 Fugue in C.mid;1;93.76303939999954; <meta message time_signature numerator=4 denominator=4 clocks_per_click=24 notated_32nd_notes_per_beat=8 time=0>; <meta message set_tempo tempo=1016949 time=240>;1;0;0;1;0;;;1723;;1723;
124-BACH, Johann Sebastian - BWV-0963 sonata in D-Maj.mid;1;515.6627604166707; <meta message time_signature numerator=4 denominator=4 clocks_per_click=24 notated_32nd_notes_per_beat=8 time=0>; <meta message set_tempo tempo=500000 time=0>;1;1;1;0;;;;;;;
125-BACH, Johann Sebastian - BWV-0965 sonata in D-min.mid;1;840.8411458333185; <meta message time_signature numerator=4 denominator=4 clocks_per_click=24 notated_32nd_notes_per_beat=8 time=0>; <meta message set_tempo tempo=500000 time=0>;1;1;1;0;;;;;;;
126-BACH, Johann Sebastian - BWV-0966 sonata in C-Maj.mid;1;545.2760416666647; <meta message time_signature numerator=4 denominator=4 clocks_per_click=24 notated_32nd_notes_per_beat=8 time=0>; <meta message set_tempo tempo=500000 time=0>;1;1;1;0;;;;;;;
127-BACH, Johann Sebastian - BWV-0967 sonata in A-min.mid;1;282.77473958333445; <meta message time_signature numerator=4 denominator=4 clocks_per_click=24 notated_32nd_notes_per_beat=8 time=0>; <meta message set_tempo tempo=500000 time=0>;1;1;1;0;;;;;;;
128-BACH, Johann Sebastian - BWV-0988 Goldberg Variations.mid;1;2217.282132971322; <meta message time_signature numerator=3 denominator=4 clocks_per_click=24 notated_32nd_notes_per_beat=8 time=27648>; <meta message set_tempo tempo=810811 time=0>;0;0;0;1;;;;;;;
129-BACH, Johann Sebastian - BWV-0992 Capriccio in Bb-Maj.mid;1;494.21874999999204; <meta message time_signature numerator=4 denominator=4 clocks_per_click=24 notated_32nd_notes_per_beat=8 time=0>; <meta message set_tempo tempo=500000 time=0>;1;1;1;0;;;;;;;
130-BACH, Johann Sebastian - BWV-0993 Capriccio in E-Maj.mid;1;463.0026041666765; <meta message time_signature numerator=4 denominator=4 clocks_per_click=24 notated_32nd_notes_per_beat=8 time=0>; <meta message set_tempo tempo=500000 time=0>;1;1;1;0;;;;;;;
131-BARTOK, Bela - Bagatelle Op-6 No-2.mid;1;49.24235254166684; <meta message time_signature numerator=2 denominator=2 clocks_per_click=48 notated_32nd_notes_per_beat=8 time=720>; <meta message set_tempo tempo=394737 time=10>;0;0;0;1;0;;;1908;;1908;
132-BARTOK, Bela - Milkrosmos No-153.mid;1;114.97454605937635; <meta message time_signature numerator=4 denominator=4 clocks_per_click=24 notated_32nd_notes_per_beat=8 time=960>; <meta message set_tempo tempo=869565 time=7680>;0;0;0;1;;;;;;;
133-BARTOK, Bela - Roumanian Dance.mid;1;291.7389680885387; <meta message time_signature numerator=4 denominator=4 clocks_per_click=24 notated_32nd_notes_per_beat=8 time=312>; <meta message set_tempo tempo=408163 time=972>;0;0;0;1;0;;;1910;;1910;OP.8a
134-BEETHOVEN, Ludwig Van - Op-013 No-8 Mov-02 Adagio Cantabile.mid;1;352.1017859999914; <meta message time_signature numerator=4 denominator=4 clocks_per_click=24 notated_32nd_notes_per_beat=8 time=0>; <meta message set_tempo tempo=1200000 time=384>;1;0;0;1;0;;;1798;;1798;
135-BEETHOVEN, Ludwig Van - Op-013 No-8 Mov-03 Rondo Allegro sonata.mid;1;254.09687500000774; <meta message time_signature numerator=4 denominator=4 clocks_per_click=24 notated_32nd_notes_per_beat=8 time=0>; <meta message set_tempo tempo=300000 time=2304>;1;0;0;1;0;;;1798;;1798;
136-BEETHOVEN, Ludwig Van - Op-02 No-1 Mov-01 Allegro sonata No-1.mid;1;237.91897341666728; <meta message time_signature numerator=2 denominator=2 clocks_per_click=48 notated_32nd_notes_per_beat=8 time=0>; <meta message set_tempo tempo=400000 time=3839>;0;0;0;1;0;1;;;;;019-BEETHOVEN, Ludwig von - Piano Sonata No-01
137-BEETHOVEN, Ludwig Van - Op-027 Mov-01 Adagio Sostenuta sonata No-14 in C.mid;1;347.1153566666635; <meta message time_signature numerator=4 denominator=4 clocks_per_click=24 notated_32nd_notes_per_beat=8 time=0>; <meta message set_tempo tempo=2400000 time=128>;1;0;0;1;0;1;;;;;031-BEETHOVEN, Ludwig von - Piano Sonata No-14.mid
138-BEETHOVEN, Ludwig Van - Op-027 Mov-02 Allegretto sonata No-14 in C.mid;1;169.9508889999989; <meta message time_signature numerator=3 denominator=4 clocks_per_click=24 notated_32nd_notes_per_beat=8 time=0>; <meta message set_tempo tempo=600000 time=94848>;0;0;0;1;0;1;;;;;031-BEETHOVEN, Ludwig von - Piano Sonata No-14.mid
139-BEETHOVEN, Ludwig Van - Op-027 Mov-03 Presto sonata No-14 in C.mid;1;428.5472950000131; <meta message time_signature numerator=4 denominator=4 clocks_per_click=24 notated_32nd_notes_per_beat=8 time=0>; <meta message set_tempo tempo=363636 time=9216>;1;0;0;1;0;1;;;;;031-BEETHOVEN, Ludwig von - Piano Sonata No-14.mid
140-BEETHOVEN, Ludwig Van - Op-031 Mov-04 Presto Con Fuoco sonata.mid;1;270.70000000000897; <meta message time_signature numerator=4 denominator=4 clocks_per_click=24 notated_32nd_notes_per_beat=8 time=0>; <meta message set_tempo tempo=500000 time=0>;1;1;1;0;;;;;;;
141-BEETHOVEN, Ludwig Van - Op-033 No-1 Seven Bagatelles.mid;1;272.2545731874999; <meta message time_signature numerator=6 denominator=8 clocks_per_click=12 notated_32nd_notes_per_beat=8 time=0>; <meta message set_tempo tempo=714286 time=0>;0;0;0;1;0;;;1782;;1782;
142-BEETHOVEN, Ludwig Van - Op-033 No-2 Seven Bagatelles.mid;1;170.0920918124963; <meta message time_signature numerator=3 denominator=4 clocks_per_click=24 notated_32nd_notes_per_beat=8 time=0>; <meta message set_tempo tempo=285714 time=0>;0;0;0;1;0;;;1782;;1782;
143-BEETHOVEN, Ludwig Van - Op-033 No-3 Seven Bagatelles.mid;1;134.23177083333306; <meta message time_signature numerator=6 denominator=8 clocks_per_click=12 notated_32nd_notes_per_beat=8 time=0>; <meta message set_tempo tempo=500000 time=0>;0;1;0;1;0;;;1782;;1782;
144-BEETHOVEN, Ludwig Van - Op-033 No-4 Seven Bagatelles.mid;1;194.02641643750133; <meta message time_signature numerator=2 denominator=4 clocks_per_click=24 notated_32nd_notes_per_beat=8 time=0>; <meta message set_tempo tempo=1153846 time=0>;0;0;0;1;0;;;1782;;1782;
145-BEETHOVEN, Ludwig Van - Op-033 No-5 Seven Bagatelles.mid;1;170.1937499999963; <meta message time_signature numerator=3 denominator=4 clocks_per_click=24 notated_32nd_notes_per_beat=8 time=0>; <meta message set_tempo tempo=600000 time=192>;0;0;0;1;0;;;1782;;1782;
146-BEETHOVEN, Ludwig Van - Op-033 No-6 Seven Bagatelles.mid;1;176.82458244791573; <meta message time_signature numerator=2 denominator=4 clocks_per_click=24 notated_32nd_notes_per_beat=8 time=0>; <meta message set_tempo tempo=833333 time=192>;0;0;0;1;0;;;1782;;1782;
147-BEETHOVEN, Ludwig Van - Op-033 No-7 Seven Bagatelles.mid;1;130.06520821874832; <meta message time_signature numerator=3 denominator=4 clocks_per_click=24 notated_32nd_notes_per_beat=8 time=0>; <meta message set_tempo tempo=416667 time=0>;0;0;0;1;0;;;1782;;1782;
148-BEETHOVEN, Ludwig Van - Op-049 Mov-01 Allegro Ma Non Troppo.mid;1;156.04391418749947; <meta message time_signature numerator=4 denominator=4 clocks_per_click=24 notated_32nd_notes_per_beat=8 time=0>; <meta message set_tempo tempo=638298 time=0>;1;0;0;1;;;;;;;
149-BEETHOVEN, Ludwig Van - Op-053 Mov-01 Allegro Con Brio.mid;1;701.7112370000145; <meta message time_signature numerator=4 denominator=4 clocks_per_click=24 notated_32nd_notes_per_beat=8 time=240>; <meta message set_tempo tempo=424989 time=240>;0;0;0;1;;;;;;;
150-BEETHOVEN, Ludwig Van - Op-053 Mov-02 Introduzione - Adagio.mid;1;829.9456648541706; <meta message time_signature numerator=2 denominator=2 clocks_per_click=48 notated_32nd_notes_per_beat=8 time=240>; <meta message set_tempo tempo=267499 time=480>;0;0;0;1;;;;;;;
151-BEETHOVEN, Ludwig Van - Op-057 Mov-01 Allegro Assai.mid;1;566.6686877500024; <meta message time_signature numerator=6 denominator=4 clocks_per_click=24 notated_32nd_notes_per_beat=8 time=768>; <meta message set_tempo tempo=250000 time=0>;0;0;0;1;0;1;;;;;039-BEETHOVEN, Ludwig von - Piano Sonata No-23.mid
152-BEETHOVEN, Ludwig Van - Op-057 Mov-03 Allegro Ma Non Troppo.mid;1;426.351188533321; <meta message time_signature numerator=2 denominator=4 clocks_per_click=24 notated_32nd_notes_per_beat=8 time=0>; <meta message set_tempo tempo=291262 time=3840>;0;0;0;1;0;1;;;;;039-BEETHOVEN, Ludwig von - Piano Sonata No-23.mid
153-BEETHOVEN, Ludwig Van - Op-079 sonata No-25 in G.mid;1;625.4937500000173; <meta message time_signature numerator=2 denominator=4 clocks_per_click=24 notated_32nd_notes_per_beat=8 time=27648>; <meta message set_tempo tempo=600000 time=0>;0;0;0;1;0;1;;;;;041-BEETHOVEN, Ludwig von - Piano Sonata No-25.mid
154-BEETHOVEN, Ludwig Van - Op-13 No-8 Mov-01 Grave - Allegro.mid;1;578.1876677500021; <meta message time_signature numerator=2 denominator=2 clocks_per_click=48 notated_32nd_notes_per_beat=8 time=576>; <meta message set_tempo tempo=187500 time=0>;0;0;0;1;0;;;1798;;1798;
155-BRAHMS, Johannes - Op-117 No-1 Intermezzo in Eb.mid;1;219.1302083333346; <meta message time_signature numerator=4 denominator=4 clocks_per_click=24 notated_32nd_notes_per_beat=8 time=0>; <meta message set_tempo tempo=500000 time=0>;1;1;1;0;;;;;;;
156-BRAHMS, Johannes - Op-117 No-2 Intermezzo in Bb.mid;0;271.999999999999; <meta message time_signature numerator=4 denominator=4 clocks_per_click=24 notated_32nd_notes_per_beat=8 time=0>; <meta message set_tempo tempo=500000 time=0>;1;1;1;0;;;;;;;
157-BRAHMS, Johannes - Op-117 No-3 Intermezzo in D-min.mid;1;360.000000000003; <meta message time_signature numerator=4 denominator=4 clocks_per_click=24 notated_32nd_notes_per_beat=8 time=0>; <meta message set_tempo tempo=500000 time=0>;1;1;1;0;;;;;;;
158-BRAHMS, Johannes - Op-118 No-2 Intermezzo in A.mid;1;266.3724576041659; <meta message time_signature numerator=4 denominator=4 clocks_per_click=24 notated_32nd_notes_per_beat=8 time=0>; <meta message set_tempo tempo=495868 time=82252>;1;0;0;1;;;;;;;
159-BRAHMS, Johannes - Op-118 No-6 Intermezzo in Eb.mid;0;263.99999999999875; <meta message time_signature numerator=4 denominator=4 clocks_per_click=24 notated_32nd_notes_per_beat=8 time=0>; <meta message set_tempo tempo=500000 time=0>;1;1;1;0;;;;;;;
160-CHOPIN, Frederic Francois - Op-09 Nocturne No-1 in Bb-min.mid;1;347.2899999999964; <meta message time_signature numerator=4 denominator=4 clocks_per_click=24 notated_32nd_notes_per_beat=8 time=0>; <meta message set_tempo tempo=600000 time=0>;1;0;0;1;;;;;;;
161-CHOPIN, Frederic Francois - Op-09 Nocturne No-2 in Eb.mid;1;240.73324327083415; <meta message time_signature numerator=12 denominator=8 clocks_per_click=24 notated_32nd_notes_per_beat=8 time=0>; <meta message set_tempo tempo=2307692 time=72>;0;0;0;1;0;1;;;;;ALL NOCTURNES BY CHOPIN IN CLASSICAL V
